name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url,highest_score,contact_place_id
Sheffield,AL,34.757028,-87.6981825,9403,,6,Sheffield city,69648,160,25,City of Sheffield,"600 N Montgomery Ave, Sheffield, AL 35660, USA",http://www.sheffieldalabama.org/,0.625,6542a302a129cb65b87a2fcc
Alcoa,TN,35.8095702,-83.9758571,10978,,6,Alcoa city,540,160,25,City of Alcoa,"223 Associates Blvd, Alcoa, TN 37701, USA",https://www.cityofalcoa-tn.gov/,0.7142857142857143,6542a359a129cb65b87af8d9
Duncan,SC,34.9324263,-82.1436879,4041,,5,Duncan town,21265,160,43,Town of Duncan,"153 W Main St, Duncan, SC 29334, USA",https://www.townofduncansc.com/,0.7272727272727273,6542a358a129cb65b87af416
Orangeburg,SC,33.436135,-80.8029131,84223,75,5,Orangeburg County,,50,6,Orangeburg County,"1437 Amelia St #200, Orangeburg, SC 29115, USA",http://www.orangeburgcounty.org/,0.7272727272727273,6542a34fa129cb65b87adda1
Pickens,SC,34.8853677,-82.7233774,131404,77,5,Pickens County,,50,6,Pickens County,"222 McDaniel Ave # B2, Pickens, SC 29671, USA",http://www.co.pickens.sc.us/,0.6428571428571428,6542a355a129cb65b87ae783
Marion,AR,36.2666636,-92.6785765,16826,89,7,Marion County,,50,6,Marion County,"500 W Old Main St, Yellville, AR 72687, USA",https://marioncounty.arkansas.gov/,0.7142857142857143,65a603f5c769fa16f6591524
Gosnell,AR,35.9649365,-89.968577,2910,,7,Gosnell city,27700,160,25,City of Gosnell,"201 S Air Base Hwy, Gosnell, AR 72315, USA",https://cityofgosnell.com/,0.8387096774193549,65a603f5c769fa16f659160c
Jacksonville,AR,34.8805118,-92.1305903,29477,,7,Jacksonville city,34750,160,25,City of Jacksonville,"1 Municipal Dr, Jacksonville, AR 72076, USA",http://www.cityofjacksonville.net/,0.7555555555555555,65a603f5c769fa16f6591648
Brent,AL,32.9448933,-87.1720877,2972,,6,Brent city,9136,160,25,City of Brent,,http://www.cityofbrentalabama.com,1.0,6542a306a129cb65b87a380a
Creola,AL,30.8742491,-88.0095357,1936,,6,Creola city,18304,160,25,City of Creola,"9615 Old Hwy 43, Creola, AL 36525, USA",http://www.cityofcreola.org,0.7941176470588236,6542a314a129cb65b87a56a1
Fairhope,AL,30.52092,-87.879122,22477,,6,Fairhope city,25240,160,25,City of Fairhope,"161 N Section St, Fairhope, AL 36532, USA",http://www.fairhopeal.gov,0.6428571428571428,6542a338a129cb65b87ab57f
Chatham School District,AK,58.0583367,-135.4093322,147,,9,Chatham School District,730,970,0,Chatham School District,"500 Big Dog Salmon Way, Angoon, AK, 99820",http://www.chathamsd.org,0.625,6542a2eaa129cb65b87a06ac
Jacksonville,AL,33.8100663,-85.7552174,14385,,6,Jacksonville city,38272,160,25,City of Jacksonville,"320 Church Ave SE, Jacksonville, AL 36265, USA",https://www.jacksonville-al.org/,1.0,65a603f5c769fa16f65913c3
Decatur,AL,34.5729952,-86.9899008,57938,,6,Decatur city,20104,160,25,City of Decatur,"402 Lee St NE, Decatur, AL 35601, USA",http://www.cityofdecatural.com,0.75,6542a315a129cb65b87a5b85
Henry,VA,36.6206119,-79.9806618,50948,89,5,Henry County,,50,6,Henry County,"3300 Kings Mountain Rd, Martinsville, VA 24112, USA",http://www.henrycountyva.gov/,0.78125,6542a323a129cb65b87a86b6
Chambers,AL,32.9155039,-85.3940321,34772,17,6,Chambers County,,50,6,Chambers County,"2 Lafayette St S, La Fayette, AL 36862, USA",http://www.chamberscountyal.gov/,0.71875,6542a323a129cb65b87a86b6
Montgomery,AL,32.3485029,-86.2673072,200603,,6,Montgomery city,51000,160,25,City of Montgomery,"103 N Perry St, Montgomery, AL 36104, USA",http://www.montgomeryal.gov/,0.6666666666666667,6542a343a129cb65b87ac7ca
Garland,AR,34.5788522,-93.1469323,100180,51,7,Garland County,,50,6,Garland County,"151 Centennial Dr, Hot Springs, AR 71913, USA",http://www.garlandcounty.org/,0.7586206896551724,6542a2eaa129cb65b87a06ac
Bennettsville,SC,34.628218,-79.6859584,7020,,5,Bennettsville city,5680,160,25,City of Bennettsville,"501 E Main St, Bennettsville, SC 29512, USA",http://www.bennettsvillesc.com/,0.8611111111111112,6542a2ffa129cb65b87a2e83
Charles City,VA,37.3610537,-77.05417,6773,36,5,Charles City County,,50,6,Charles City County,"Government and school board administartion building, 10900 Courthouse Rd, Charles City, VA 23030, USA",https://www.charlescityva.us/,0.6896551724137931,65a603f5c769fa16f65914fb
Spartanburg,SC,34.9320145,-81.9916236,327997,83,5,Spartanburg County,,50,6,Spartanburg County,"366 N Church St, Spartanburg, SC 29303, USA",http://www.spartanburgcounty.org/,0.7173913043478262,6542a35fa129cb65b87b0ddd
Denver Metro Scientific and Cultural Facilities District (SCFD),CO,,,,,,Denver Metro Scientific and Cultural Facilities District (SCFD),,360,,Denver Metro Scientific and Cultural Facilities District (SCFD),,https://scfd.org/,0.7,6542a2e8a129cb65b87a0085
Oneonta,AL,33.9470381,-86.4897933,6938,,6,Oneonta city,57000,160,25,City of Oneonta,"202 3rd Ave E, Oneonta, AL 35121, USA",http://www.cityofoneonta.us/,0.717948717948718,65a603f5c769fa16f659142a
Anderson,SC,34.521235,-82.6386029,203718,7,5,Anderson County,,50,6,Anderson County,"2404 N Main St, Anderson, SC 29621, USA",http://www.andersoncountysc.org/,0.8,6542a2eaa129cb65b87a0660
Fairfax,VA,38.8295203,-77.2732524,1150309,59,5,Fairfax County,,50,6,Fairfax County,,http://www.fairfaxcounty.gov,0.8,6542a31ca129cb65b87a6e46
Gardendale,AL,33.6765865,-86.8098439,16044,,6,Gardendale city,29056,160,25,City of Gardendale,"925 Main St, Gardendale, AL 35071, USA",https://www.cityofgardendale.com/,0.8181818181818181,6542a31fa129cb65b87a78c4
Inman,SC,35.0461341,-82.0898083,2990,,5,Inman city,35755,160,25,City of Inman,"20 S Main St, Inman, SC 29349, USA",https://www.cityofinman.org/,0.8214285714285714,6542a322a129cb65b87a84a8
San Francisco,CA,37.7272391,-123.0322294,873965,,9,San Francisco city,67000,160,25,City of San Francisco,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",https://www.sf.gov,0.8421052631578947,6542a30ba129cb65b87a3f9e
Ann Arbor Public Schools,MI,42.2743764,-83.7351605,17026,,3,Ann Arbor Public Schools,2820,970,0,Ann Arbor Public Schools,"2555 S STATE ST, ANN ARBOR, MI, 48104",https://www.a2schools.org/,1.0,6596ece9280c2e17d827a131
Talladega,AL,33.4317569,-86.0994543,15861,,6,Talladega city,74592,160,25,City of Talladega,"203 South St W, Talladega, AL 35160, USA",https://www.talladega.com/,1.0,65a603f5c769fa16f659147e
Dothan City School District,AL,31.2275103,-85.4099632,8254,,6,Dothan City School District,1230,970,0,Dothan City School District,"1665 Honeysuckle Road, DOTHAN, AL, 36301",https://www.dothan.k12.al.us/,0.7586206896551724,65a603f5c769fa16f65914e0
Benton,AR,34.5774242,-92.5725829,35014,,7,Benton city,5290,160,25,City of Benton,"114 S East St, Benton, AR 72015, USA",http://www.bentonar.org/,0.7083333333333333,6542a323a129cb65b87a85bf
Clarendon,SC,33.6646821,-80.2178886,31144,27,5,Clarendon County,,50,6,Clarendon County,,http://www.clarendoncountygov.org/,0.7555555555555555,6542a30fa129cb65b87a4b79
Clover,SC,35.1135755,-81.219813,6671,,5,Clover town,15355,160,43,Town of Clover,,http://www.cloversc.org,0.6538461538461539,6542a302a129cb65b87a300b
Nevada,AR,33.6666991,-93.3050716,8310,99,7,Nevada County,,50,6,Nevada County,"303 E 3rd St S, Prescott, AR 71857, USA",https://nevadacounty.arkansas.gov/,0.6764705882352942,65a603f5c769fa16f6591531
Yell,AR,34.9977133,-93.4083032,20263,149,7,Yell County,,50,6,Yell County,,http://yellcounty.net/,0.6,65a603f5c769fa16f65912b9
Hoxie,AR,36.0360407,-90.9735877,2598,,7,Hoxie city,33580,160,25,City of Hoxie,"126 SW Texas St, Hoxie, AR 72433, USA",https://www.hereinhoxie.com/,0.6829268292682926,65a603f5c769fa16f659163d
Anchorage,AK,61.1742503,-149.2843294,291247,20,9,Anchorage Municipality,,50,12,Anchorage Municipality,"632 W 6th Ave #850, Anchorage, AK 99501, USA",http://www.muni.org/Pages/default.aspx,0.9743589743589743,65a603f5c769fa16f65911ce
Amarillo,TX,35.1989213,-101.8316473,200393,,7,Amarillo city,3000,160,25,City of Amarillo,"601 S Buchanan St, Amarillo, TX 79101, USA",https://www.amarillo.gov,0.96,6542a2eaa129cb65b87a0516
Atlanta,GA,33.7629088,-84.4226745,498715,,5,Atlanta city,4000,160,25,City of Atlanta,"55 Trinity Ave SW, Atlanta, GA 30303, USA",http://www.atlantaga.gov/,0.8,6542a2e8a129cb65b87a01bd
Great Falls,SC,34.5721311,-80.9053042,1951,,5,Great Falls town,30490,160,43,Town of Great Falls,"810 Dearborn St, Great Falls, SC 29055, USA",https://www.greatfallssc.org/,0.6896551724137931,6542a323a129cb65b87a85bf
Madison,VA,38.4120586,-78.2769614,13837,113,5,Madison County,,50,6,Madison County,"302 Thrift Rd, Madison, VA 22727, USA",https://www.madisonco.virginia.gov/,0.6857142857142857,6542a338a129cb65b87ab596
Portland,OR,45.5369506,-122.649971,652503,,9,Portland city,59000,160,25,City of Portland,,https://www.portland.gov,0.8275862068965517,6542a356a129cb65b87aedbb
Gadsden,AL,34.0065967,-86.0160783,33945,,6,Gadsden city,28696,160,25,City of Gadsden,"90 Broad St, Gadsden, AL 35901, USA",http://www.cityofgadsden.com,0.9333333333333333,6542a31fa129cb65b87a78c4
Hilton Head Island,SC,32.190307,-80.7384343,37661,,5,Hilton Head Island town,34045,160,43,Town of Hilton Head Island,"1 Town Center Ct, Hilton Head Island, SC 29928, USA",http://www.hiltonheadislandsc.gov,0.825,6542a329a129cb65b87a9083
Kenosha,WI,42.5858816,-87.8763984,169151,59,3,Kenosha County,,50,6,Kenosha County,"1010 56th St, Kenosha, WI 53140, USA",http://www.kenoshacounty.org,0.75,6542a2eaa129cb65b87a06ac
Rock Hill,SC,34.9430917,-81.0206451,74372,,5,Rock Hill city,61405,160,25,City of Rock Hill,"155 Johnston St, Rock Hill, SC 29730, USA",http://www.cityofrockhill.com/,0.7096774193548387,6542a31da129cb65b87a72a8
Hoonah City School District,AK,58.1082716,-135.4325987,112,,9,Hoonah City School District,300,970,0,Hoonah City School District,"366 Garteeni Hwy, Hoonah, AK, 99829",http://www.hoonahschools.org,0.75,6596ece9280c2e17d827a131
Robertsdale,AL,30.557139,-87.7047227,6708,,6,Robertsdale city,65208,160,25,City of Robertsdale,,http://www.robertsdale.org,0.7647058823529411,65a603f5c769fa16f659145d
Douglas,AL,34.1682576,-86.3233857,761,,6,Douglas town,21328,160,43,Town of Douglas,"64 AL-168, Horton, AL 35980, USA",http://www.douglasal.com,0.7741935483870968,6542a316a129cb65b87a6062
Bibb,AL,33.0158929,-87.1271475,22293,7,6,Bibb County,,50,6,Bibb County,"157 SW Davidson Dr, Centreville, AL 35042, USA",https://bibbal.com/,1.0,65a603f5c769fa16f65912c5
Alabaster City School District,AL,33.2284871,-86.8234468,6425,,6,Alabaster City School District,190,970,0,Alabaster City School District,"10111 Highway 119, Alabaster, AL, 35007",https://www.acsboe.org/,0.8695652173913043,65a603f5c769fa16f65914ca
Franklin County School District,AL,34.4302426,-87.8592119,3637,,6,Franklin County School District,1590,970,0,Franklin County School District,"500 Coffee Ave NE, Russellville, AL, 35653",https://www.franklin.k12.al.us/,0.7948717948717949,65a603f5c769fa16f65914f4
Albany,CA,37.8906499,-122.3181164,20271,,9,Albany city,674,160,25,City of Albany,"1000 San Pablo Ave, Albany, CA 94706, USA",https://www.albanyca.org/,0.72,6542a2e8a129cb65b87a01bd
Oxford,AL,33.5973661,-85.8681325,22069,,6,Oxford city,57576,160,25,City of Oxford,"145 Hamric Dr E, Oxford, AL 36203, USA",https://www.oxfordal.gov/,0.7575757575757576,65a603f5c769fa16f6591431
Phenix City,AL,32.4616695,-85.0250208,38816,,6,Phenix City city,59472,160,25,City of Phenix City,"601 12th St, Phenix City, AL 36867, USA",https://phenixcityal.us,0.6956521739130435,65a603f5c769fa16f659143a
Phil Campbell,AL,34.3515467,-87.7073592,992,,6,Phil Campbell town,59496,160,43,Town of Phil Campbell,"580 Railroad St, Phil Campbell, AL 35581, USA",https://www.philcampbellal.com/,0.7948717948717949,65a603f5c769fa16f659143b
Hope,AR,33.6681635,-93.5888848,8952,,7,Hope city,33190,160,25,City of Hope,"206 W Avenue A, Hope, AR 71801, USA",http://www.hopearkansas.net/,0.6285714285714286,65a603f5c769fa16f6591550
Alaska,AK,63.347356,-152.8397334,733391,,9,Alaska,,40,0,Alaska,,https://www.alaska.gov/,1.0,6542a2e8a129cb65b87a01ea
Smithfield,VA,36.972412,-76.6141545,8533,,5,Smithfield town,73200,160,43,Town of Smithfield,"310 Institute St, Smithfield, VA 23430, USA",http://www.smithfieldva.gov,0.6666666666666667,6542a35ea129cb65b87b0a36
Ozark,AL,31.4516146,-85.6450347,14368,,6,Ozark city,57648,160,25,City of Ozark,"275 N Union Ave, Ozark, AL 36360, USA",https://www.ozarkal.gov/,0.8333333333333334,6542a2e8a129cb65b87a01ea
Amherst Town,MA,42.3635343,-72.5072913,39263,,1,Amherst Town city,1370,160,25,Town of Amherst (historical),"4 Boltwood Ave, Amherst, MA 01002, USA",https://www.amherstma.gov/,0.896551724137931,6542a2eaa129cb65b87a05a5
Anderson,IN,40.0897656,-85.6894485,54788,,3,Anderson city,1468,160,25,City of Anderson,"120 E 8th St, Anderson, IN 46016, USA",http://www.cityofanderson.com/,0.7692307692307692,6542a2eaa129cb65b87a05f0
Madison,WI,43.0878147,-89.4298563,269840,,3,Madison city,48000,160,25,City of Madison,"2120 Fish Hatchery Rd, Madison, WI 53713, USA",http://www.cityofmadison.com,0.8,6542a31fa129cb65b87a78c4
Purcellville,VA,39.1374984,-77.7113926,8929,,5,Purcellville town,65008,160,43,Town of Purcellville,"221 S. Nursery Ave., Purcellville, VA 20132, USA",http://www.purcellvilleva.gov,0.725,6542a357a129cb65b87af089
Los Angeles County Parks,CA,,,10014009,,,Los Angeles County Parks,,360,,Los Angeles County Parks,,https://parks.lacounty.gov/,0.7241379310344828,6542a302a129cb65b87a2f50
Millry,AL,31.6211991,-88.3279562,450,,6,Millry town,48832,160,43,Town of Millry,"105 2ND Ave, Rail Road Rd, Millry, AL 36558, USA",https://millryal.wordpress.com/,0.5675675675675675,65a603f5c769fa16f659152d
Valley,AL,32.801427,-85.2044375,10529,,6,Valley city,78204,160,25,City of Valley,"20 Fob James Dr, Valley, AL 36854, USA",https://cityofvalley.com/,0.7352941176470589,65a603f5c769fa16f6591494
Saline,AR,34.6485246,-92.674463,123416,125,7,Saline County,,50,6,Saline County,"200 N Main St, Benton, AR 72015, USA",http://www.salinecounty.org/,0.75,6542a2eaa129cb65b87a06ac
Pendleton,SC,34.6422432,-82.7791119,3489,,5,Pendleton town,55645,160,43,Town of Pendleton,"310 Greenville St, Pendleton, SC 29670, USA",http://www.townofpendleton.org/,0.6774193548387097,6542a354a129cb65b87ae52d
Semmes,AL,30.8223579,-88.2201359,4941,,6,Semmes city,69240,160,25,City of Semmes,"1 Main St, Semmes, AL 36575, USA",https://cityofsemmesal.gov,0.6923076923076923,65a603f5c769fa16f6591462
Russellville,AL,34.5057191,-87.7281226,10855,,6,Russellville city,67056,160,25,City of Russellville,"304 N Jackson Ave, Russellville, AL 35653, USA",https://www.russellvilleal.org/,0.775,65a603f5c769fa16f6591466
Etowah County School District,AL,33.999424,-86.0206453,8702,,6,Etowah County School District,1380,970,0,Etowah County School District,"401 Broad Street, Gadsden, AL, 35901",https://www.ecboe.org,0.8571428571428572,65a603f5c769fa16f65914ca
Beebe,AR,35.0724334,-91.9010587,8437,,7,Beebe city,4600,160,25,City of Beebe,"321 Elm St N, Beebe, AR 72012, USA",http://www.beebeark.org/,0.75,65a603f5c769fa16f65914ca
Buckingham,VA,37.573928,-78.5291687,16824,29,5,Buckingham County,,50,6,Buckingham County,"13380 W James Anderson Hwy, Buckingham, VA 23921, USA",https://www.buckinghamcountyva.org/,0.6857142857142857,6542a323a129cb65b87a86b6
Haskell,AR,34.5092384,-92.6418606,3956,,7,Haskell city,30640,160,25,City of Haskell,,https://cityofhaskell.org/,0.7692307692307692,6542a2eca129cb65b87a083e
Evergreen Park And Recreation District,CO,,,,,,Evergreen Park And Recreation District,,360,,Evergreen Park And Recreation District,,https://www.evergreenrecreation.com/,0.8,6580baf7af7027edb913eccc
Greene County School District,AL,32.822447,-87.9215702,913,,6,Greene County School District,1680,970,0,Greene County School District,"220 Main St, Eutaw, AL, 35462",https://greenecoboe.greene.k12.al.us/,0.6607142857142857,65a603f5c769fa16f65914f8
Elm Springs,AR,36.2062238,-94.2379037,2361,,7,Elm Springs city,21430,160,25,City of Elm Springs,"289 Jayroe Ave, Springdale, AR 72762, USA",http://www.elmsprings.net/,0.5769230769230769,6542a2eaa129cb65b87a0516
Bamberg,SC,33.2030211,-81.0531607,13311,9,5,Bamberg County,,50,6,Bamberg County,"Bamberg, SC 29003, USA",https://www.bambergcountysc.gov/,0.78125,6542a34aa129cb65b87ad2ef
Dadeville,AL,32.8261139,-85.7762009,3084,,6,Dadeville city,19336,160,25,City of Dadeville,"216 S Broadnax St, Dadeville, AL 36853, USA",https://cityofdadevilleal.org,0.8529411764705882,6542a314a129cb65b87a58d3
Edgefield,SC,33.7871898,-81.9280399,2322,,5,Edgefield town,22795,160,43,Town of Edgefield,"402 Main St, Edgefield, SC 29824, USA",https://edgefieldcounty.sc.gov/,0.75,6542a318a129cb65b87a6674
Phoenix,AZ,33.5721544,-112.0901324,1608139,,8,Phoenix city,55000,160,25,City of Phoenix,"200 W Washington St, Phoenix, AZ 85003, USA",http://www.phoenix.gov,0.8148148148148149,6542a355a129cb65b87ae75e
Traverse City,MI,44.754309,-85.6030111,15678,,3,Traverse City city,80340,160,25,City of Traverse City,"1210 woodmere Ave, Traverse City, MI 49684, USA",https://www.traversecitymi.gov,0.7,6542a36aa129cb65b87b1ea8
Jasper,AL,33.8560346,-87.2702683,14572,,6,Jasper city,38416,160,25,City of Jasper,"400 19th St W, Jasper, AL 35501, USA",https://www.jaspercity.com/,0.7941176470588236,65a603f5c769fa16f65913c5
Gaston,SC,33.8179679,-81.0997489,1608,,5,Gaston town,28780,160,43,Town of Gaston,"131 N Carlisle St, Gaston, SC 29053, USA",http://gastonsc.org,0.631578947368421,6542a2e8a129cb65b87a0085
South Congaree,SC,33.9094801,-81.1375404,2377,,5,South Congaree town,67705,160,43,Town of South Congaree,"119 W Berry Rd, West Columbia, SC 29172, USA",http://www.townofsouthcongaree.org/,0.6862745098039216,6542a35ea129cb65b87b0bfe
Juneau,AK,58.3729099,-134.1784454,32255,110,9,Juneau City and Borough,,50,3,Juneau City and Borough,"155 S Seward St, Juneau, AK 99801, USA",http://juneau.org/,0.782608695652174,65a603f5c769fa16f659120f
Brantley,AL,31.5819924,-86.2567836,825,,6,Brantley town,9016,160,43,Town of Brantley,"10 Martin Luther King Dr, Brantley, AL 36009, USA",http://www.townofbrantley.org/,0.7575757575757576,6542a34fa129cb65b87add88
Cullman City School District,AL,34.1794338,-86.8435052,3226,,6,Cullman City School District,990,970,0,Cullman City School District,"301 1st St N E, Cullman, AL, 35055",https://www.cullmancats.net/,0.736842105263158,65a603f5c769fa16f65914e2
Columbus,OH,39.9855308,-82.985594,905748,,3,Columbus city,18000,160,25,City of Columbus,"90 W Broad St, Columbus, OH 43215, USA",https://www.columbus.gov,0.7307692307692308,6542a312a129cb65b87a5136
Etowah,AL,34.0476407,-86.0342629,103436,55,6,Etowah County,,50,6,Etowah County,"801 Forrest Ave # 103, Gadsden, AL 35901, USA",https://etowahcounty.org,0.7916666666666666,6542a2eaa129cb65b87a06ac
Addison,IL,41.9307823,-88.0089873,35702,,3,Addison village,243,160,47,Village of Addison,,http://addisonadvantage.org,0.5555555555555556,6542a2e8a129cb65b87a0299
Citronelle,AL,31.0972688,-88.2498429,3946,,6,Citronelle city,15064,160,25,City of Citronelle,"19135 Main St, Citronelle, AL 36522, USA",http://cityofcitronelle.com,0.7941176470588236,6542a30fa129cb65b87a4b18
Fairfield,SC,34.3956685,-81.1270007,20948,39,5,Fairfield County,,50,6,Fairfield County,"350 Columbia Rd, Winnsboro, SC 29180, USA",https://www.fairfieldsc.com/,0.7142857142857143,6542a333a129cb65b87aa4d1
Jefferson,AR,34.277239,-91.929673,67260,69,7,Jefferson County,,50,6,Jefferson County,"105 S Main St, Pine Bluff, AR 71601, USA",https://www.jeffersoncountyar.gov/,0.7647058823529411,6542a322a129cb65b87a8270
Ash Flat,AR,36.2364599,-91.6066765,1137,,7,Ash Flat city,2470,160,25,City of Ash Flat,"897 Ash Flat Dr, Ash Flat, AR 72513, USA",https://www.ash-flat.com/,0.8,6542a36da129cb65b87b2b85
Alliance,OH,40.9111711,-81.119827,21672,,3,Alliance city,1420,160,25,City of Alliance,"504 E Main St, Alliance, OH 44601, USA",https://www.cityofalliance.com/,0.8709677419354839,6542a31da129cb65b87a72a8
Bakersfield,CA,35.3535928,-119.0369206,403455,,9,Bakersfield city,3526,160,25,City of Bakersfield,"1600 Truxtun Ave, Bakersfield, CA 93306, USA",http://www.bakersfieldcity.us/,0.7317073170731707,6542a2eda129cb65b87a0d11
Cherokee,SC,35.0497962,-81.6076469,56216,21,5,Cherokee County,,50,6,Cherokee County,"110 Railroad Ave, Gaffney, SC 29340, USA",http://cherokeecountysc.gov/,0.8484848484848485,6542a30ea129cb65b87a48db
Greensville,VA,36.6803363,-77.5602774,11391,81,5,Greensville County,,50,6,Greensville County,"1781 Greensville County Cir, Emporia, VA 23847, USA",https://www.greensvillecountyva.gov/,0.7777777777777778,6542a322a129cb65b87a8270
Dinwiddie,VA,37.0734984,-77.6354922,27947,53,5,Dinwiddie County,,50,6,Dinwiddie County,"14010 Boydton Plank Rd, Dinwiddie, VA 23841, USA",http://www.dinwiddieva.us,0.78125,6542a316a129cb65b87a5f1a
Elmore,AL,32.597229,-86.1427347,87977,51,6,Elmore County,,50,6,Elmore County,"8917 US-231 Suite 600, Wetumpka, AL 36092, USA",http://www.elmoreco.org/,0.8571428571428572,6542a31ba129cb65b87a6a23
Mullins,SC,34.2039757,-79.2536392,4026,,5,Mullins city,48805,160,25,City of Mullins,"614 W Marion St, Mullins, SC 29574, USA",https://www.mullinssc.us/,0.6799999999999999,6542a34ca129cb65b87ad6d5
Ketchikan Gateway Borough School District,AK,55.3346813,-131.3465246,2074,,9,Ketchikan Gateway Borough School District,150,970,0,Ketchikan Gateway Borough School District,"2610 Fourth Ave, Ketchikan, AK, 99901",https://www.kgbsd.org/,0.8181818181818181,65a603f5c769fa16f65914ca
Northport,AL,33.2575649,-87.5963958,31125,,6,Northport city,55200,160,25,City of Northport,"3500 McFarland Blvd, Northport, AL 35476, USA",http://www.cityofnorthport.org/,0.7419354838709677,6542a322a129cb65b87a84a8
Blytheville,AR,35.934066,-89.9051333,13406,,7,Blytheville city,7330,160,25,City of Blytheville,"124 W Walnut St, Blytheville, AR 72315, USA",https://www.cityofblytheville.com,0.7857142857142857,65a603f5c769fa16f6591589
Daphne,AL,30.6277019,-87.8839916,27462,,6,Daphne city,19648,160,25,City of Daphne,"1705 Main St, Daphne, AL 36526, USA",http://www.daphneal.com,0.696969696969697,6542a315a129cb65b87a59ee
Eclectic,AL,32.6402222,-86.0410625,1193,,6,Eclectic town,22816,160,43,Town of Eclectic,"145 Main St, Eclectic, AL 36024, USA",http://www.townofeclectic.com,0.696969696969697,6542a358a129cb65b87af416
Lunenburg,VA,36.9455547,-78.2405281,11936,111,5,Lunenburg County,,50,6,Lunenburg County,"11413 Courthouse Rd, Lunenburg, VA 23952, USA",https://lunenburgva.gov/,0.7083333333333333,6542a338a129cb65b87ab3b0
Pelham,AL,33.3218302,-86.7421974,24318,,6,Pelham city,58848,160,25,City of Pelham,"3162 Pelham Pkwy, Pelham, AL 35124, USA",https://pelhamalabama.gov/,0.7878787878787878,65a603f5c769fa16f6591436
Homewood City School District,AL,33.4690453,-86.8029317,4371,,6,Homewood City School District,1760,970,0,Homewood City School District,"450 Dale Avenue, Homewood, AL, 35209",https://www.homewood.k12.al.us/,0.8157894736842105,65a603f5c769fa16f65914fe
Fairfield Bay,AR,35.6011005,-92.2662083,2108,,7,Fairfield Bay city,22660,160,25,City of Fairfield Bay,,https://www.fairfieldbayar.com/,0.6451612903225806,6542a2e8a129cb65b87a01bd
Michigan,MI,44.8441768,-85.6604907,10077331,,3,Michigan,,40,0,Michigan,,https://www.michigan.gov,0.8275862068965517,6542a33ea129cb65b87ac170
Moody,AL,33.6034288,-86.493786,13170,,6,Moody city,51096,160,25,City of Moody,"670 Park Ave, Moody, AL 35004, USA",https://www.moodyalabama.gov/,0.8275862068965517,6542a2e8a129cb65b87a01bd
Athens City School District,AL,34.7914142,-86.9606292,4840,,6,Athens City School District,120,970,0,Athens City School District,"455 US Highway 31 North, Athens, AL, 35611",https://www.acs-k12.org/,0.7741935483870968,65a603f5c769fa16f65914c0
Miller,AR,33.3055054,-93.9015018,42600,91,7,Miller County,,50,6,Miller County,"400 Laurel St # 104, Texarkana, AR 71854, USA",https://millercountyar.com/,0.8181818181818181,65a603f5c769fa16f659152d
Camden,SC,34.2589305,-80.6092024,7788,,5,Camden city,10855,160,25,City of Camden,,http://www.cityofcamden.org/,0.7857142857142857,6542a322a129cb65b87a84a8
Cullman,AL,34.1768698,-86.8406556,18213,,6,Cullman city,18976,160,25,City of Cullman,"204 2nd Ave NE, Cullman, AL 35055, USA",https://cullmanal.gov/,0.8181818181818181,65a603f5c769fa16f6591461
Marquette,MI,46.5506978,-87.3958333,20629,,3,Marquette city,51900,160,25,City of Marquette,"Marquette City Hall, 300 W Baraga Ave, Marquette, MI 49855, USA",https://www.marquettemi.gov/,0.7777777777777778,6542a33ca129cb65b87aba5d
Calhoun County School District,AL,33.7449969,-85.8488488,8050,,6,Calhoun County School District,540,970,0,Calhoun County School District,"4400 McClellan Blvd, Anniston, AL, 36206",https://www.calhouncountyschools.com/,0.7142857142857143,65a603f5c769fa16f65914cb
Prairie,AR,34.8311162,-91.5536205,8282,117,7,Prairie County,,50,6,Prairie County,"208 W Courthouse Square, Des Arc, AR 72040, USA",https://prairiecounty.arkansas.gov,0.6470588235294117,65a603f5c769fa16f6591531
Waynesboro,VA,38.0671571,-78.9014197,22196,,5,Waynesboro city,83680,160,25,City of Waynesboro,,https://www.waynesboro.va.us/,0.6551724137931034,6542a36da129cb65b87b2b85
Blue Springs,AL,31.6635156,-85.5035265,84,,6,Blue Springs town,7672,160,43,Town of Blue Springs,"2571 AL-10, Clio, AL 36017, USA",http://www.alapark.com/BlueSprings/,0.7428571428571429,65a603f5c769fa16f659131b
Lincoln,AL,33.5801687,-86.1278758,6845,,6,Lincoln city,43120,160,25,City of Lincoln,"150 Magnolia St, Lincoln, AL 35096, USA",http://www.lincolnalabama.com/,0.7272727272727273,6542a306a129cb65b87a380a
Jonesboro,AR,35.8197553,-90.6790329,78576,,7,Jonesboro city,35710,160,25,City of Jonesboro,"300 S Church St, Jonesboro, AR 72401, USA",http://www.jonesboro.org/,0.6538461538461539,6596ece9280c2e17d827a131
Montgomery,MD,39.1373815,-77.2030633,1062061,31,5,Montgomery County,,50,6,Montgomery County,,http://www.montgomerycountymd.gov/,0.8717948717948718,6542a343a129cb65b87ac7ca
